Vehicle ID,Charger ID,Local Connect Time,Local Disconnect Time,Local Charge Start Time,Local Charge End Time,Average Power,Max Power,Total Energy Delivered,Starting SOC,Ending SOC
EV026,CH007-CH008,,,6/11/2018 12:55,6/11/2018 13:00,251.032,340.8,21.667,71,100
EV026,CH007-CH008,,,6/11/2018 11:54,6/11/2018 12:00,227.1,343.38,25.513,64,100
EV026,CH007-CH008,,,6/11/2018 10:54,6/11/2018 11:00,204.532,261.14,20.273,73,100
EV026,CH007-CH008,,,6/11/2018 9:56,6/11/2018 10:04,334.122,368.72,27.784,61.5,100
EV026,CH007-CH008,,,6/11/2018 9:01,6/11/2018 9:06,247.817,268.26,20.529,67,96
EV026,CH007-CH008,,,6/11/2018 7:56,6/11/2018 8:02,241.467,282.66,20.884,72.5,100
EV026,CH007-CH008,,,6/11/2018 7:00,6/11/2018 7:06,211.45,336.8,21.404,72,100
EV026,CH007-CH008,,,6/11/2018 6:05,6/11/2018 6:15,236.353,301.6,36.03,52.5,100
EV026,CH007-CH008,,,6/4/2018 13:16,6/4/2018 13:29,181.351,351.18,35.024,54.5,99
EV026,CH007-CH008,,,6/4/2018 9:42,6/4/2018 9:44,253.745,355.28,5.559,75.5,82.5
EV026,CH007-CH008,,,5/23/2018 15:55,5/23/2018 16:00,269.13,306.48,18.154,75.5,100
EV026,CH007-CH008,,,5/23/2018 14:00,5/23/2018 14:00,175.821,187.64,0.558,97,97.5
EV026,CH007-CH008,,,5/23/2018 8:00,5/23/2018 8:01,74.311,205.54,1.963,,100
EV026,CH007-CH008,,,5/16/2018 16:00,5/16/2018 16:01,42.006,54.42,0.68,,100
EV026,CH007-CH008,,,5/14/2018 15:00,5/14/2018 15:04,244.514,379.94,15.577,78.5,98
EV026,CH007-CH008,,,5/14/2018 7:00,5/14/2018 7:05,327.202,369.46,20.352,72.5,98
EV026,CH007-CH008,,,5/14/2018 6:03,5/14/2018 6:05,119.136,318.46,9.15,65,79.5
EV026,CH007-CH008,,,5/4/2018 18:05,5/4/2018 18:09,147.476,361.62,8.525,88,100
EV026,CH007-CH008,,,5/4/2018 16:58,5/4/2018 17:05,239.817,314.98,25.177,64,99.5
EV026,CH007-CH008,,,5/4/2018 11:55,5/4/2018 11:58,201.32,383.14,11.166,,100
EV026,CH007-CH008,,,5/2/2018 18:05,5/2/2018 18:07,99.492,190.78,3.578,94.5,100
EV026,CH007-CH008,,,5/2/2018 12:54,5/2/2018 12:55,245.595,306.4,2.086,66,71.5
EV026,CH007-CH008,,,5/2/2018 8:58,5/2/2018 9:00,200.385,315.12,5.75,74,81.5
EV026,CH007-CH008,,,5/2/2018 6:56,5/2/2018 7:00,150.996,236.6,13.9,55.5,74.5
EV026,CH007-CH008,,,4/26/2018 13:56,4/26/2018 14:00,195.599,314.22,13.034,59.5,78
EV026,CH007-CH008,,,4/26/2018 12:00,4/26/2018 12:03,144.943,220.4,7.731,,97.5
EV026,CH007-CH008,,,4/19/2018 8:56,4/19/2018 9:00,120.786,255.42,15.881,62.5,85.5
EV026,CH007-CH008,,,4/12/2018 21:25,4/12/2018 21:30,43.219,43.36,3.572,89,94
EV026,CH007-CH008,,,4/12/2018 20:56,4/12/2018 21:00,34.499,41.34,2.233,60,63
EV026,CH007-CH008,,,4/11/2018 6:10,4/11/2018 6:11,109.655,185.02,1.951,,99
EV026,CH007-CH008,,,4/6/2018 7:00,4/6/2018 7:04,212.53,238.46,12.464,81,96.5
EV026,CH007-CH008,,,4/6/2018 6:10,4/6/2018 6:14,320.061,343.96,20.917,,94.5
EV026,CH007-CH008,,,4/5/2018 8:00,4/5/2018 8:00,29.929,44.8,0.342,,100
EV026,CH007-CH008,,,4/2/2018 15:55,4/2/2018 16:00,233.823,297.14,20.263,,98.5
EV026,CH007-CH008,,,3/30/2018 17:58,3/30/2018 18:06,268.7,334.12,33.023,55.5,100
EV026,CH007-CH008,,,3/30/2018 17:08,3/30/2018 17:10,300.25,365,10.459,65.5,81.5
EV026,CH007-CH008,,,3/30/2018 15:56,3/30/2018 16:02,336.833,375.9,27.634,61,99
EV026,CH007-CH008,,,3/30/2018 14:55,3/30/2018 15:01,323.539,373.92,24.263,65.5,100
EV026,CH007-CH008,,,3/30/2018 13:56,3/30/2018 14:01,311.4,346.38,25.395,62,96.5
EV026,CH007-CH008,,,3/30/2018 12:52,3/30/2018 12:58,332.745,364.14,21.175,72,100
EV026,CH007-CH008,,,3/30/2018 11:54,3/30/2018 11:59,250.2,332.86,20.263,73,100
EV026,CH007-CH008,,,3/30/2018 10:59,3/30/2018 11:04,316.359,362.2,21.836,68,100
EV026,CH007-CH008,,,3/30/2018 9:57,3/30/2018 10:01,347.97,374.42,19.821,74,100
EV026,CH007-CH008,,,3/30/2018 8:59,3/30/2018 9:03,238.229,338.42,16.767,77.5,100
EV026,CH007-CH008,,,3/30/2018 7:54,3/30/2018 8:01,310.908,369,27.183,62,100
EV026,CH007-CH008,,,3/30/2018 6:50,3/30/2018 6:56,301.367,351.06,21.82,68.5,100
EV026,CH007-CH008,,,3/30/2018 6:02,3/30/2018 6:11,294.858,360.42,32.249,57,100
EV026,CH007-CH008,,,3/26/2018 12:53,3/26/2018 12:53,-2.968,-2.84,0.008,100,100
EV026,CH007-CH008,,,3/26/2018 12:39,3/26/2018 12:45,177.549,352.22,16.557,77.5,100
EV026,CH007-CH008,,,3/21/2018 18:36,3/21/2018 18:40,277.69,339.32,12.885,82.5,100
EV026,CH007-CH008,,,3/21/2018 18:04,3/21/2018 18:10,281.576,316.82,21.937,68,100
EV026,CH007-CH008,,,3/21/2018 16:53,3/21/2018 16:58,29.736,167.02,19.85,73.5,100
EV026,CH007-CH008,,,3/21/2018 15:59,3/21/2018 16:04,285.892,339.84,22.145,68,100
EV026,CH007-CH008,,,3/21/2018 14:58,3/21/2018 15:05,267.792,331.14,27.157,59.5,96.5
EV026,CH007-CH008,,,3/21/2018 13:53,3/21/2018 13:58,317.12,353.64,21.838,71,100
EV026,CH007-CH008,,,3/21/2018 12:53,3/21/2018 13:00,189.686,295.64,21.427,72,100
EV026,CH007-CH008,,,3/21/2018 12:00,3/21/2018 12:06,249.919,310.5,22.079,68,100
EV026,CH007-CH008,,,3/21/2018 11:02,3/21/2018 11:07,233.364,347.76,21.541,71.5,100
EV026,CH007-CH008,,,3/21/2018 10:10,3/21/2018 10:16,232.546,303.2,21.37,71.5,99.5
EV026,CH007-CH008,,,3/21/2018 9:11,3/21/2018 9:16,258.735,331.84,21.188,72,100
EV026,CH007-CH008,,,3/21/2018 8:15,3/21/2018 8:22,210.771,319.84,24.898,62.5,97
EV026,CH007-CH008,,,3/21/2018 7:14,3/21/2018 7:22,240.938,334.72,26.661,57.5,93.5
EV026,CH007-CH008,,,3/21/2018 6:14,3/21/2018 6:26,227.551,323.68,44.556,34,93
EV026,CH007-CH008,,,3/15/2018 14:44,3/15/2018 14:50,105.962,314.64,8.707,79.5,90
EV026,CH007-CH008,,,3/13/2018 6:14,3/13/2018 8:02,20.408,43,30.503,54.5,100
EV026,CH007-CH008,,,3/12/2018 18:41,3/12/2018 18:41,2.319,37.82,0.006,99,99
EV026,CH007-CH008,,,3/12/2018 18:25,3/12/2018 18:34,275.738,340.8,27.517,61.5,100
EV026,CH007-CH008,,,3/6/2018 20:31,3/6/2018 20:39,204.253,264.28,25.527,64,100
EV026,CH007-CH008,,,3/6/2018 19:02,3/6/2018 19:10,238.377,267.88,25.308,64,100
EV026,CH007-CH008,,,3/6/2018 18:08,3/6/2018 18:10,243.51,276.48,8.2,81,91.5
EV026,CH007-CH008,,,3/6/2018 16:52,3/6/2018 17:04,168.276,279.04,32.337,56.5,100
EV026,CH007-CH008,,,3/6/2018 15:59,3/6/2018 16:01,283.4,338.76,9.148,73.5,85
EV026,CH007-CH008,,,3/6/2018 14:48,3/6/2018 14:59,181.841,275.42,34.365,53.5,100
EV026,CH007-CH008,,,3/6/2018 12:50,3/6/2018 12:56,172.681,276.3,17.981,76,100
EV026,CH007-CH008,,,3/6/2018 11:57,3/6/2018 12:01,187.24,306.52,13.447,81.5,100
EV026,CH007-CH008,,,3/6/2018 10:51,3/6/2018 11:02,144.432,287.12,25.51,64,100
EV026,CH007-CH008,,,3/6/2018 10:01,3/6/2018 10:04,238.396,286.8,10.328,78,91.5
EV026,CH007-CH008,,,3/6/2018 8:53,3/6/2018 9:07,139.351,286.56,28.288,59.5,99
EV026,CH007-CH008,,,3/6/2018 8:02,3/6/2018 8:08,136.721,275.2,15.896,77.5,99
EV026,CH007-CH008,,,3/3/2018 12:24,3/3/2018 12:34,191.925,233,27.64,61,99.5
EV026,CH007-CH008,,,3/2/2018 23:23,3/2/2018 23:44,38.622,40.6,13.372,55.5,75
EV026,CH007-CH008,,,3/2/2018 17:59,3/2/2018 18:07,130.638,291.06,21.427,72,100
EV026,CH007-CH008,,,3/2/2018 16:59,3/2/2018 17:09,274.591,320.78,38.31,48,100
EV026,CH007-CH008,,,3/2/2018 14:39,3/2/2018 14:46,264.15,354.92,25.554,64,100
EV026,CH007-CH008,,,3/2/2018 13:31,3/2/2018 13:38,216.137,252.14,24.693,64,99
EV026,CH007-CH008,,,3/2/2018 12:33,3/2/2018 12:39,233.552,257.74,21.65,60.5,90
EV026,CH007-CH008,,,3/2/2018 11:32,3/2/2018 11:38,188.242,211.28,19.706,73,99.5
EV026,CH007-CH008,,,3/2/2018 10:28,3/2/2018 10:40,185.178,273.82,30.982,56.5,98
EV026,CH007-CH008,,,3/2/2018 9:31,3/2/2018 9:43,268.287,295.94,40.491,45.5,100
EV026,CH007-CH008,,,3/2/2018 8:26,3/2/2018 8:43,130.803,246.4,39.539,20.5,75.5
EV026,CH007-CH008,,,3/2/2018 7:03,3/2/2018 7:11,-12.333,-11.48,25.193,36,71.5
EV026,CH007-CH008,,,2/26/2018 21:24,2/26/2018 21:36,180.69,220.18,30.947,57.5,100
EV026,CH007-CH008,,,2/26/2018 20:30,2/26/2018 20:43,159.1,182.14,37.153,48.5,100
EV026,CH007-CH008,,,2/26/2018 19:01,2/26/2018 19:13,169.077,229.22,30.932,57.5,100
EV026,CH007-CH008,,,2/26/2018 18:07,2/26/2018 18:13,211.554,259.54,21.269,65.5,96
EV026,CH007-CH008,,,2/26/2018 16:54,2/26/2018 17:07,246.67,357.5,51.414,30.5,100
EV026,CH007-CH008,,,2/26/2018 14:50,2/26/2018 15:03,185.385,266.3,37.886,48.5,100
EV026,CH007-CH008,,,2/26/2018 12:50,2/26/2018 12:58,159.334,283.78,20.232,73,100
EV026,CH007-CH008,,,2/26/2018 11:55,2/26/2018 12:03,78.474,183.96,21.888,68,99.5
EV026,CH007-CH008,,,2/26/2018 10:46,2/26/2018 10:58,165.847,274.84,34.943,52.5,100
EV026,CH007-CH008,,,2/26/2018 9:57,2/26/2018 10:00,277.918,348.72,14.923,58,79.5
EV026,CH007-CH008,,,2/26/2018 8:32,2/26/2018 8:45,104.951,295.64,17.027,78,99.5
EV026,CH007-CH008,,,2/15/2018 23:12,2/15/2018 23:25,155.549,261.6,28.968,59.5,100
EV026,CH007-CH008,,,2/7/2018 20:29,2/7/2018 20:38,309.465,362.08,32.354,56.5,100
EV026,CH007-CH008,,,2/7/2018 19:02,2/7/2018 19:11,242.766,337.46,32.167,56.5,99
EV026,CH007-CH008,,,2/7/2018 18:13,2/7/2018 18:15,199.454,282.5,8.057,72.5,83
EV026,CH007-CH008,,,2/7/2018 16:59,2/7/2018 17:09,254.776,289.34,41.296,44.5,100
EV026,CH007-CH008,,,2/7/2018 14:51,2/7/2018 15:04,178.078,275.7,37.344,50,100
EV026,CH007-CH008,,,2/7/2018 13:57,2/7/2018 14:01,301.512,361.32,17.577,52,76
EV026,CH007-CH008,,,2/7/2018 12:57,2/7/2018 13:02,162.259,267.38,16.367,56,78
EV026,CH007-CH008,,,2/7/2018 12:06,2/7/2018 12:08,243.012,319.56,7.644,71.5,81.5
EV026,CH007-CH008,,,2/7/2018 10:49,2/7/2018 10:55,179.63,289.98,17.879,76,100
EV026,CH007-CH008,,,2/7/2018 9:55,2/7/2018 9:59,215.464,243.4,16.751,77.5,100
EV026,CH007-CH008,,,2/7/2018 8:55,2/7/2018 9:00,185.039,301.02,17.085,77,100
EV026,CH007-CH008,,,2/7/2018 7:52,2/7/2018 8:05,270.359,365.88,31.249,57,100
EV026,CH007-CH008,,,2/5/2018 19:02,2/5/2018 19:06,312.241,370.16,15.612,78.5,100
EV026,CH007-CH008,,,2/5/2018 18:02,2/5/2018 18:08,195.577,306.08,20.285,73,99.5
EV026,CH007-CH008,,,2/5/2018 17:03,2/5/2018 17:08,324.349,371.8,18.339,75.5,100
EV026,CH007-CH008,,,2/5/2018 16:04,2/5/2018 16:09,191.484,292.24,16.806,77.5,99.5
EV026,CH007-CH008,,,2/5/2018 15:03,2/5/2018 15:10,306.698,372.98,26.592,62.5,99.5
EV026,CH007-CH008,,,2/5/2018 13:50,2/5/2018 14:00,197.366,285.92,30.581,58,99.5
EV026,CH007-CH008,,,2/5/2018 12:53,2/5/2018 12:59,2.29,70.42,23.259,66.5,100
EV026,CH007-CH008,,,2/5/2018 11:49,2/5/2018 11:57,188.29,290.64,27.86,58.5,96
EV026,CH007-CH008,,,2/5/2018 10:53,2/5/2018 10:59,272.727,342.88,22.021,68.5,100
EV026,CH007-CH008,,,2/5/2018 9:48,2/5/2018 9:57,247.913,329.04,31.444,57.5,100
EV026,CH007-CH008,,,2/5/2018 8:59,2/5/2018 9:09,224.886,299.18,44.991,38.5,99
EV026,CH007-CH008,,,2/5/2018 7:52,2/5/2018 8:06,141.212,314.9,36.237,31.5,80
EV026,CH007-CH008,,,2/5/2018 7:01,2/5/2018 7:09,212.3,313.42,26.23,29.5,64.5
EV026,CH007-CH008,,,2/2/2018 19:04,2/2/2018 19:09,211.922,328.02,16.35,78,100
EV026,CH007-CH008,,,2/2/2018 18:09,2/2/2018 18:17,204.988,304.4,24.315,65,100
EV026,CH007-CH008,,,2/2/2018 16:55,2/2/2018 17:07,123.255,279.38,33.997,55,99.5
EV026,CH007-CH008,,,2/2/2018 16:02,2/2/2018 16:08,213.965,274.52,21.205,53,81.5
EV026,CH007-CH008,,,2/2/2018 14:59,2/2/2018 15:03,282.76,361.98,17.749,57,81.5
EV026,CH007-CH008,,,2/2/2018 13:52,2/2/2018 13:58,91.362,286.96,19.755,72,97.5
EV026,CH007-CH008,,,2/2/2018 12:58,2/2/2018 13:05,311.828,373.04,27.77,61,100
EV026,CH007-CH008,,,2/2/2018 11:52,2/2/2018 11:59,257.49,347.58,27.295,60,97.5
EV026,CH007-CH008,,,2/2/2018 10:58,2/2/2018 11:03,334.766,369.4,21.975,68,100
EV026,CH007-CH008,,,2/2/2018 9:49,2/2/2018 9:58,199.726,296.32,27.83,61.5,100
EV026,CH007-CH008,,,2/2/2018 8:48,2/2/2018 8:55,231.011,259.94,21.62,71,100
EV026,CH007-CH008,,,2/2/2018 7:57,2/2/2018 8:06,164.882,275.04,26.99,58.5,94.5
EV026,CH007-CH008,,,2/2/2018 7:01,2/2/2018 7:12,292.7,377.62,48.512,34.5,99
EV026,CH007-CH008,,,2/1/2018 20:29,2/1/2018 20:38,256.938,371.26,30.246,58.5,100
EV026,CH007-CH008,,,2/1/2018 19:03,2/1/2018 19:10,349.179,379.74,33.425,55.5,100
EV026,CH007-CH008,,,2/1/2018 17:12,2/1/2018 17:19,184.589,276.14,22.049,68,100
EV026,CH007-CH008,,,2/1/2018 16:08,2/1/2018 16:13,257.321,359.72,20.976,68,98
EV026,CH007-CH008,,,2/1/2018 14:52,2/1/2018 15:05,200.34,266.52,39.317,47,100
EV026,CH007-CH008,,,2/1/2018 12:50,2/1/2018 12:58,245.184,298.78,34.113,54,100
EV026,CH007-CH008,,,2/1/2018 10:50,2/1/2018 10:57,210.074,301.5,24.405,65,100
EV026,CH007-CH008,,,2/1/2018 9:58,2/1/2018 10:00,247.377,350.82,10.899,78,92
EV026,CH007-CH008,,,2/1/2018 8:53,2/1/2018 8:59,210.978,314.5,20.336,73,100
EV026,CH007-CH008,,,2/1/2018 7:57,2/1/2018 8:06,238.659,302,27.373,61.5,100
EV026,CH007-CH008,,,2/1/2018 6:56,2/1/2018 7:06,207.356,307.74,34.051,53.5,100
EV026,CH007-CH008,,,2/1/2018 6:08,2/1/2018 6:12,255.457,347.8,18.152,57,82
EV026,CH007-CH008,,,1/31/2018 16:28,1/31/2018 16:30,238.761,294.44,9.392,75.5,87.5
EV026,CH007-CH008,,,1/31/2018 15:07,1/31/2018 15:20,102.735,272.32,22.108,60.5,100
EV026,CH007-CH008,,,1/30/2018 12:30,1/30/2018 12:40,43.262,305.4,25.263,65,99.5
EV026,CH007-CH008,,,1/30/2018 10:54,1/30/2018 11:01,154.68,333.16,1.699,65,100
EV026,CH007-CH008,,,1/30/2018 9:47,1/30/2018 9:55,183.277,299.4,24.453,65,100
EV026,CH007-CH008,,,1/30/2018 8:56,1/30/2018 9:05,248.867,298.9,28.804,59,97.5
EV026,CH007-CH008,,,1/30/2018 7:53,1/30/2018 8:05,161.108,277.78,17.369,55.5,98.5
EV026,CH007-CH008,,,1/30/2018 6:58,1/30/2018 7:00,197.127,283.34,5.065,28,35
EV026,CH007-CH008,,,1/29/2018 19:05,1/29/2018 19:08,355,363.74,11.178,84.5,99.5
EV026,CH007-CH008,,,1/29/2018 18:08,1/29/2018 18:19,153.26,260.68,13.942,60.5,100
EV026,CH007-CH008,,,1/29/2018 17:03,1/29/2018 17:13,268.97,345.24,12.787,48,100
EV026,CH007-CH008,,,1/29/2018 16:08,1/29/2018 16:15,176.514,250.36,19.289,39.5,64.5
EV026,CH007-CH008,,,1/29/2018 15:13,1/29/2018 15:15,167.77,267.46,7.747,54,64
EV026,CH007-CH008,,,1/29/2018 13:51,1/29/2018 13:55,174.168,279.42,10.991,58.5,75
EV026,CH007-CH008,,,1/29/2018 12:51,1/29/2018 12:56,297.231,335.32,20.868,72.5,100
EV026,CH007-CH008,,,1/29/2018 11:55,1/29/2018 12:01,160.191,172.24,16.775,74,95.5
EV026,CH007-CH008,,,1/29/2018 10:55,1/29/2018 11:01,176.374,243.7,20.489,72.5,100
EV026,CH007-CH008,,,1/29/2018 9:55,1/29/2018 9:57,92.131,157.84,3.885,94,100
EV026,CH007-CH008,,,1/29/2018 8:56,1/29/2018 9:04,293.515,344.06,32.425,55.5,98
EV026,CH007-CH008,,,1/29/2018 7:55,1/29/2018 8:05,158.819,263.52,12.962,54,90.5
EV026,CH007-CH008,,,1/29/2018 6:57,1/29/2018 7:07,286.583,361.96,39.122,45,97
EV026,CH007-CH008,,,1/26/2018 21:20,1/26/2018 21:25,328.252,380.28,22.985,62,93
EV026,CH007-CH008,,,1/26/2018 19:05,1/26/2018 19:10,151.942,155.92,13.073,79.5,96.5
EV026,CH007-CH008,,,1/26/2018 16:57,1/26/2018 17:10,154.424,259.68,31.423,57,100
EV026,CH007-CH008,,,1/26/2018 16:00,1/26/2018 16:00,9.345,265.32,0.027,85.5,85.5
EV026,CH007-CH008,,,1/26/2018 14:55,1/26/2018 15:00,144.099,149.14,12.411,75.5,90.5
EV026,CH007-CH008,,,1/26/2018 13:58,1/26/2018 14:00,150.272,287.04,4.962,77.5,84
EV026,CH007-CH008,,,1/26/2018 12:54,1/26/2018 13:03,144.867,269.32,22.817,67.5,100
EV026,CH007-CH008,,,1/26/2018 12:00,1/26/2018 12:03,270.05,326.92,14.809,75.5,95
EV026,CH007-CH008,,,1/26/2018 10:48,1/26/2018 10:55,49.472,174.04,3.636,76,99.5
EV026,CH007-CH008,,,1/26/2018 9:56,1/26/2018 10:02,225.004,285.54,19.493,73,99
EV026,CH007-CH008,,,1/26/2018 8:51,1/26/2018 9:00,160.96,272.72,24.534,58.5,91.5
EV026,CH007-CH008,,,1/26/2018 7:53,1/26/2018 7:55,196.118,332.08,7.623,84.5,94.5
EV026,CH007-CH008,,,1/25/2018 12:33,1/25/2018 12:50,34.926,43,3.681,86.5,99
EV026,CH007-CH008,,,1/25/2018 2:45,1/25/2018 4:31,11.567,42.56,13.675,59,86.5
EV026,CH007-CH008,,,1/23/2018 20:40,1/23/2018 20:43,293.504,378.48,11.137,85,100
EV026,CH007-CH008,,,1/23/2018 19:00,1/23/2018 19:12,154.073,255.94,18.769,45,87.5
EV026,CH007-CH008,,,1/23/2018 16:58,1/23/2018 17:06,165.604,269.46,21.226,72,100
EV026,CH007-CH008,,,1/23/2018 16:00,1/23/2018 16:02,171.286,368.16,7.452,89.5,100
EV026,CH007-CH008,,,1/23/2018 14:50,1/23/2018 15:00,164.14,215.52,28.793,,96.5
EV026,CH007-CH008,,,1/23/2018 12:55,1/23/2018 13:01,154.287,169.28,14.131,80.5,100
EV026,CH007-CH008,,,1/23/2018 11:56,1/23/2018 12:00,282.133,374.1,17.007,76,98
EV026,CH007-CH008,,,1/23/2018 10:50,1/23/2018 10:55,151.639,263.32,12.472,73,88.5
EV026,CH007-CH008,,,1/23/2018 10:00,1/23/2018 10:06,277.408,322.68,23.022,66,98
EV026,CH007-CH008,,,1/23/2018 9:00,1/23/2018 9:09,139.231,146.86,23.606,60.5,91.5
EV026,CH007-CH008,,,1/23/2018 7:52,1/23/2018 8:00,284.816,351.2,26.084,58.5,94
EV026,CH007-CH008,,,1/22/2018 18:55,1/22/2018 18:57,155.418,158.32,3.691,94,100
EV026,CH007-CH008,,,1/22/2018 18:44,1/22/2018 18:45,138.212,255.3,2.432,55.5,59
EV026,CH007-CH008,,,1/22/2018 17:36,1/22/2018 17:40,151.974,276.02,10.675,78,91.5
EV026,CH007-CH008,,,1/22/2018 16:30,1/22/2018 16:35,127.78,253.84,9.914,59,74
EV026,CH007-CH008,,,1/22/2018 15:15,1/22/2018 15:15,142.645,159.3,1.18,93.5,95
EV026,CH007-CH008,,,1/22/2018 13:38,1/22/2018 13:45,144.058,261.68,17.948,61,86
EV026,CH007-CH008,,,1/22/2018 12:35,1/22/2018 12:44,140.003,161.26,21.057,,95
EV026,CH007-CH008,,,1/22/2018 9:34,1/22/2018 9:54,39.835,43.26,6.584,84.5,100
EV026,CH007-CH008,,,1/22/2018 5:40,1/22/2018 6:35,-0.809,-0.76,0.357,86.5,85
EV026,CH007-CH008,,,1/22/2018 5:13,1/22/2018 5:30,36.939,41.86,11.574,60,78
EV026,CH007-CH008,,,1/19/2018 20:30,1/19/2018 20:40,252.43,327.84,19.818,44.5,100
EV026,CH007-CH008,,,1/19/2018 19:10,1/19/2018 19:15,140.899,142.5,12.557,64,81.5
EV026,CH007-CH008,,,1/19/2018 16:53,1/19/2018 17:05,160.651,262.3,32.448,56.5,100
EV026,CH007-CH008,,,1/19/2018 16:01,1/19/2018 16:02,248.052,331.68,5.482,74.5,81.5
EV026,CH007-CH008,,,1/19/2018 14:49,1/19/2018 14:55,214.465,281.02,19.497,74,100
EV026,CH007-CH008,,,1/19/2018 12:54,1/19/2018 13:02,150.901,263.06,18.866,75,100
EV026,CH007-CH008,,,1/19/2018 11:55,1/19/2018 12:00,249.268,300.44,15.549,79,100
EV026,CH007-CH008,,,1/19/2018 10:49,1/19/2018 10:50,128.451,265,1.873,76,78.5
EV026,CH007-CH008,,,1/19/2018 9:56,1/19/2018 10:00,266.877,342.02,15.128,79.5,100
EV026,CH007-CH008,,,1/19/2018 9:00,1/19/2018 9:05,148.326,151.36,12.446,74.5,90
EV026,CH007-CH008,,,1/19/2018 7:42,1/19/2018 7:45,198.003,247.54,8.152,60.5,74
EV026,CH007-CH008,,,1/18/2018 19:02,1/18/2018 19:05,241.725,335.48,15.592,67,89
EV026,CH007-CH008,,,1/18/2018 17:55,1/18/2018 18:00,129.971,266.16,11.852,76,91
EV026,CH007-CH008,,,1/18/2018 16:56,1/18/2018 17:00,298.746,355.96,18.741,64,90
EV026,CH007-CH008,,,1/18/2018 14:56,1/18/2018 15:00,309.903,375.98,21.204,65,95
EV026,CH007-CH008,,,1/18/2018 13:48,1/18/2018 13:56,165.227,267.38,21.567,71.5,100
EV026,CH007-CH008,,,1/18/2018 13:00,1/18/2018 13:00,97.239,136.1,0.734,98,99
EV026,CH007-CH008,,,1/18/2018 11:42,1/18/2018 11:45,172.945,284.42,7.525,66.5,79
EV026,CH007-CH008,,,1/18/2018 9:50,1/18/2018 9:58,159.735,172.24,21.377,71.5,99.5
EV026,CH007-CH008,,,1/18/2018 8:54,1/18/2018 9:00,298.599,335.02,31.959,50,92.5
EV026,CH007-CH008,,,1/18/2018 7:54,1/18/2018 8:04,123.343,257.26,22.959,52.5,83
EV026,CH007-CH008,,,1/18/2018 6:58,1/18/2018 7:05,232.968,336.78,7.072,43,90
EV026,CH007-CH008,,,1/17/2018 20:32,1/17/2018 20:40,287.79,323.12,36.366,50.5,100
EV026,CH007-CH008,,,1/17/2018 18:10,1/17/2018 18:10,124.086,366.32,0.373,78,78
EV026,CH007-CH008,,,1/17/2018 16:51,1/17/2018 17:00,163.731,275.04,23.739,55.5,86.5
EV026,CH007-CH008,,,1/17/2018 14:47,1/17/2018 14:56,162.929,273.02,24.621,65,100
EV026,CH007-CH008,,,1/17/2018 13:55,1/17/2018 13:59,269.233,288.34,16.427,78,100
EV026,CH007-CH008,,,1/17/2018 12:50,1/17/2018 12:57,163.349,177.7,19.123,75,100
EV026,CH007-CH008,,,1/17/2018 11:55,1/17/2018 11:59,345.274,365.74,18.108,76,100
EV026,CH007-CH008,,,1/17/2018 10:48,1/17/2018 10:55,154.873,266.7,17.001,76,98
EV026,CH007-CH008,,,1/17/2018 9:54,1/17/2018 10:01,330.313,369,25.861,63.5,100
EV026,CH007-CH008,,,1/17/2018 8:59,1/17/2018 9:06,115.923,255.98,4.664,65,90.5
EV026,CH007-CH008,,,1/17/2018 7:51,1/17/2018 8:03,305.704,366.4,31.677,57,100
EV026,CH007-CH008,,,1/16/2018 20:29,1/16/2018 20:37,136.079,245.2,6.993,55.5,100
EV026,CH007-CH008,,,1/16/2018 19:10,1/16/2018 19:14,182.256,191.36,10.25,86,100
EV026,CH007-CH008,,,1/16/2018 18:07,1/16/2018 18:10,209.662,273.14,13.867,78,96
EV026,CH007-CH008,,,1/16/2018 16:55,1/16/2018 17:01,184.284,296.04,19.148,74.5,100
EV026,CH007-CH008,,,1/16/2018 15:55,1/16/2018 16:00,239.753,364.82,17.27,77,100
EV026,CH007-CH008,,,1/16/2018 14:47,1/16/2018 14:56,155.118,300.62,24.555,65,100
EV026,CH007-CH008,,,1/16/2018 13:57,1/16/2018 14:00,317.402,372.68,15.64,73,93
EV026,CH007-CH008,,,1/16/2018 12:49,1/16/2018 12:59,132.432,263.32,12.212,62.5,99
EV026,CH007-CH008,,,1/16/2018 11:55,1/16/2018 11:59,340.737,343.24,17.751,76.5,100
EV026,CH007-CH008,,,1/16/2018 10:47,1/16/2018 10:58,183.982,279.42,31.763,56,98
EV026,CH007-CH008,,,1/16/2018 10:00,1/16/2018 10:00,270.721,382.24,2.484,84.5,87.5
EV026,CH007-CH008,,,1/16/2018 8:55,1/16/2018 9:04,162.632,254.76,24.457,61.5,95.5
EV026,CH007-CH008,,,1/16/2018 7:45,1/16/2018 8:06,80.916,357.82,26.928,,97.5
EV026,CH007-CH008,,,1/12/2018 20:35,1/12/2018 20:39,316.8,368.68,13.693,81.5,100
EV026,CH007-CH008,,,1/12/2018 19:01,1/12/2018 19:05,260.277,287.44,17.06,57,81
EV026,CH007-CH008,,,1/12/2018 16:55,1/12/2018 17:07,161.262,258.12,32.301,56.5,100
EV026,CH007-CH008,,,1/12/2018 16:00,1/12/2018 16:02,260.537,336.3,8.345,87.5,99
EV026,CH007-CH008,,,1/12/2018 15:15,1/12/2018 15:20,145.239,147.56,13.085,46,62.5
